age,sleep_hours,work_hours,exercise_days,learning_hours,stress_level,current_income,monthly_expenses,savings_rate,savings_amount,burnout_risk,future_income
21,6.7696693573970705,10.12069003107262,3,4.8990739051943235,8.242381538916064,16305.588211672362,19069.581410047536,-16.951202020400395,-2763.993198375174,2,20000.0
26,6.269943564403618,7.960716749406278,4,3.340984882235965,5.22011640003894,31130.478299551927,7216.13750649045,76.81970242457112,23914.340793061478,0,125134.8949586948
28,7.2077155412496205,10.713929532605283,4,6.17700157252239,6.336433252541605,48956.08841517038,24385.781852314867,50.188459409763084,24570.306562855512,0,86297.31009967053
25,7.222540080290077,9.78237332482214,2,6.333744690151582,6.398019835580736,22953.25092008943,6023.737286439315,73.75649616078067,16929.513633650116,1,144053.64549511543
24,6.959929025822144,12.782766237022155,0,4.32588502791075,9.024927167585773,21367.313954072597,29661.07473175438,-38.81517721651203,-8293.760777681782,2,20000.0
22,7.107514327149504,6.998794204837569,2,5.27583304183612,5.27839738443265,35126.74567012392,33186.65297095396,5.523121092370512,1940.0926991699598,1,45784.897617771436
26,5.555631222456947,10.161419700992179,3,6.041003766153949,9.310821730172208,49343.98404717946,15076.232804996498,69.44666488506157,34267.75124218296,1,124305.01602581717
26,6.8232457629089796,6.465352184405191,2,5.852206261966794,3.8202590447822855,67154.91386084043,26930.730450388746,59.897602569791,40224.18341045169,0,101214.06440929498
31,7.749201767487533,5.269267097446548,3,5.081228173931065,2.3828861488462185,49884.03032280526,14440.427775731081,71.05200265037644,35443.60254707417,0,111758.46455013033
21,6.991404567019497,4.428938314364254,2,7.865172236450592,5.442557612729259,56272.41610234162,31140.771571238893,44.660681505830965,25131.64453110273,1,97179.21286606559
29,5.469282497198477,9.576648044793853,3,6.165361626030371,9.272709699272403,45200.46442752495,16736.583417250484,62.97254103641755,28463.88101027447,1,106136.82621315682
32,6.450233490350915,8.868495827888205,1,4.098641967004535,6.82451871527557,29723.260305359043,34467.64150056305,-15.961846535215393,-4744.381195204005,1,20000.0
31,6.8749779383397085,7.541897885276493,3,4.11066186460219,7.046719348603755,49775.666148953685,5000.0,89.95493101983307,44775.666148953685,0,142831.61995235784
26,5.742600483101691,4.952991332100774,2,3.8838272997266525,6.709777266256449,38715.879266078184,12940.289018801353,66.57627499593096,25775.59024727683,0,99840.59494826465
33,5.1417288032766475,7.119226747722648,1,6.264241894455623,7.650123434539084,45655.507567420194,11694.204144561456,74.38599466385858,33961.303422858735,1,136195.067481183
23,6.183902131563473,8.508186015350912,1,3.754504879996187,5.134925304120717,25809.55260473558,27440.245100859975,-6.318174208975598,-1630.692496124393,1,20000.0
24,5.7591675920322976,10.086338733586196,3,4.150201821594386,6.115986631093094,46996.68701259709,31661.07639329904,32.63125891233026,15335.610619298048,1,53824.89125732766
32,6.485710968610031,8.466928499504748,2,7.116044776231625,6.0895765935326995,38192.37704851155,28367.648401392245,25.724318323104217,9824.728647119307,1,42979.155177224246
31,4.908595352503712,9.004120685410555,1,5.383263924134778,9.853401972161393,43468.86620776125,18892.28165931156,56.53836111341134,24576.584548449693,2,89915.83073421243
24,7.064701062536156,7.747735238051728,5,7.397065254242374,5.072266581037622,38723.90237762302,5000.0,87.08807818168322,33723.90237762302,0,171172.56909562583
23,5.865394964706644,11.998448405054308,3,6.596119746704684,8.16738004591364,35841.95326987476,25464.42753709076,28.953571962570273,10377.525732783997,2,65222.63231781475
30,7.495752236681356,6.463500711343544,5,2.6466563418598734,3.00472385362784,47270.36169427613,34456.589011804834,27.107414081883128,12813.772682471295,0,52317.941235362356
23,6.223101160203622,7.101523565429744,2,4.795733883518597,6.295179272569365,33908.63306662654,57166.106459598945,-68.58864923063739,-23257.473392972403,1,20000.0
23,6.474610953615513,7.515283852012974,2,6.979898079937085,6.064292959440155,16169.678044336153,19907.257351472064,-23.11474165959102,-3737.579307135911,1,20000.0
24,6.326965121303082,9.585408795953448,4,2.5556478696979754,6.629373040342435,11890.448864763319,17016.213868790954,-43.10825488865734,-5125.765004027635,1,20000.0
27,5.811840309899727,6.4222804204262385,2,5.839421640717353,6.36925874356523,42766.24854140467,28843.057375457847,32.5564940597184,13923.19116594682,0,70750.78380641446
24,8.97227946227266,8.771437181095997,3,4.921527052602512,2.23921197918337,33291.73277906716,21926.098681342646,34.13950896803691,11365.634097724516,0,82021.01752615214
29,6.004133821992715,8.829820286853115,1,1.4904225157552258,7.7032147552145736,14063.512338519242,40304.48088715849,-186.58901074638786,-26240.96854863925,1,20000.0
21,7.523521522465661,7.11128405853324,2,5.239318609037867,5.009522673756057,41598.02450580671,15301.736101022343,63.21523369724839,26296.288404784365,0,136867.33816618196
28,5.4063710539366046,9.159958921913713,1,3.3250639677469342,9.663407752947762,38591.88167539961,22013.827372107648,42.95736197247837,16578.05430329196,1,52199.452579089615
27,6.872131391093161,6.484372202525138,1,2.664696435767148,5.038748578529122,32505.796101659012,35514.556891268156,-9.25607476340376,-3008.760789609143,1,20000.0
22,6.978872163931836,6.265851715076508,0,5.018281351645266,6.357959044951322,43702.13977271279,28700.37175158263,34.32730776834211,15001.768021130163,1,70644.5869991797
28,6.475823022901871,8.699211513042881,0,1.1382941214939866,8.436622729941174,59726.41015161706,38934.492061096345,34.81193334362451,20791.918090520718,1,46042.57912080441
21,5.928995280360427,5.180488829043874,5,3.6514194148302357,4.012901955353689,59268.860780277086,19761.207382844008,66.65836474214812,39507.65339743308,0,127526.02631300385
31,6.2366780973860365,4.210394594899524,1,10.102348505005295,3.613721314692481,42156.46964662877,40159.41402842445,4.737245872209855,1997.055618204322,1,38625.33379097755
32,6.09671049802688,9.5656666015936,3,6.300444786813887,8.196191823363531,38729.343507057194,5033.915520676532,87.00232158657876,33695.42798638066,1,138851.21685689993
29,8.902026281835456,10.59793988518234,4,3.2371501876652937,5.144084892782318,42366.02811417521,5514.336262331173,86.98406126845263,36851.691851844036,0,129963.68129701128
29,6.47739691055518,7.566393762614942,3,7.808331880200793,6.034573350776973,44635.10399161522,40348.47899751105,9.603707868384097,4286.624994104175,1,48547.01342514622
22,7.02488877866395,7.163858695804459,1,3.0159128784457323,6.0973709701274235,35975.52734412917,25088.194905577,30.263162884056715,10887.332438552174,1,60392.33726814948
27,8.281625090425367,10.51107045194912,3,3.892609693729055,3.6924852359975624,42618.145899296534,36049.790390559945,15.412109959586505,6568.355508736589,0,44401.37797314342
34,5.623681332025819,6.20892356400216,3,2.7022971801414237,6.755437085865337,16395.55643437304,26193.65149730981,-59.760674193376005,-9798.095062936769,1,20000.0
30,6.537660233167938,5.773254750557683,3,5.512159757332041,6.335363185439279,41220.23325020147,24915.5090976316,39.55514771981592,16304.72415256987,1,89641.93632308426
23,6.230813868318611,9.915272847416976,4,7.737259244194257,5.613077034968002,47152.20392536907,9063.749690509301,80.77767540865088,38088.45423485977,0,167424.96262146428
27,6.413861554516636,8.518076373024615,5,3.0019875348802874,6.690195288267252,32652.370869903913,24677.92518019418,24.422256262744696,7974.445689709733,0,45845.27694740272
32,6.320988032882514,10.629753478580476,3,0.8791139251818221,8.625346502753079,38567.91033570852,41339.28683580102,-7.185705618918608,-2771.3765000924977,2,20000.0
30,5.7681229143697825,4.219468242444042,2,7.1819333490388395,4.1984158835022,23327.41928948314,25680.043528860064,-10.085231504530697,-2352.6242393769244,0,20000.0
29,6.695410284996633,5.698652017762874,3,8.107601002175361,4.259772124531908,21245.296255610298,33184.93834888272,-56.19899082423713,-11939.642093272425,0,20000.0
24,5.437367222583898,8.528664119688314,0,1.009839067170534,7.43152719415059,43162.22616938786,32852.48751272341,23.886021578693434,10309.738656664449,1,41662.23792011719
32,7.4888827373090185,9.335347396967574,4,5.920108682892889,5.11365262544588,29056.554763935757,12847.503800060422,55.784490265836986,16209.050963875336,0,94294.73420447389
21,7.1233098066546034,10.193994175378917,1,5.453010704230577,7.922004843465012,13347.61507635963,35285.563981032625,-164.35856727339976,-21937.948904672994,1,20000.0
22,6.006537183635984,8.849635537617555,2,3.4250493902244905,6.097812454152521,23323.32551298337,21235.255323281828,8.952712118772164,2088.0701897015424,1,36000.476780303274
21,6.05501667862614,8.829310310717139,4,2.211288666661534,6.745441251857127,25504.313593118964,21884.171100463667,14.194236121814342,3620.1424926552972,1,21672.45336205665
34,6.775510562348253,7.721196913939603,3,6.983500690893112,6.224213658100042,51618.70746597613,50172.34226806392,2.802017464047434,1446.3651979122078,1,22207.913410804405
32,5.701454684393817,11.681809809809035,2,5.35814106291439,9.792928876729434,42686.71017052701,32167.640401978228,24.64249347519796,10519.069768548783,2,41284.615156176165
25,8.311980124134871,6.293953089059004,2,5.508852914853442,4.289498992480259,26925.967027640498,17337.9757086735,35.60871670504748,9587.991318966997,0,76826.39667911176
25,6.857925728691769,9.218040305111877,4,3.7564612943335978,4.522603747483262,31183.511425432607,25774.45675611667,17.345880633905868,5409.054669315938,0,34378.23279803089
31,6.893263151383677,6.52438233082396,2,3.3961815911000848,5.247453995478257,59681.26624160839,25439.439116298676,57.374498367189666,34241.82712530972,0,78539.11985119445
27,7.181445080357285,9.569557091610019,4,0.0900529174521072,5.955685575761778,54041.53652795427,45233.117852067924,16.299349059644115,8808.418675886343,1,20000.0
29,5.92053672592993,6.425964861224467,0,4.543943940430242,8.753471327021401,23229.09358027258,25473.526965569254,-9.66216515311114,-2244.433385296674,2,20000.0
29,7.589009981784773,9.987631397000916,4,7.877652758908445,5.407271546203204,57452.887894394895,51495.98383997161,10.368328334291514,5956.904054423285,1,45074.34498503948
23,6.614533366215464,8.724209893649034,4,3.2194911599026925,6.173112874884834,38790.56787325285,9439.207630959527,75.66622983761957,29351.360242293318,0,128987.18857680183
23,7.450145470998832,11.989278346517363,1,1.9551706114665204,7.112466888614648,51994.17439084366,24611.76695595167,52.66437587614454,27382.407434891993,1,87093.05032408184
23,6.30204687343167,7.937960705456828,2,5.871329132914004,5.512039443130873,37550.380674977394,15845.734693641341,57.80140065477277,21704.645981336053,0,99989.49324172841
24,7.817278226731186,9.34993223249509,1,6.240159996892673,5.074615899785972,57787.43798113262,19062.0567349645,67.01349393411734,38725.38124616812,0,117375.18209340233
28,6.90134362702479,6.94068743907858,3,3.8281880786376483,4.648731818403645,22605.69082690302,19322.54194468773,14.52355031905513,3283.1488822152896,1,29867.23267570017
26,8.682507024177088,7.924213987117411,2,4.302471070600717,6.341651122388477,36168.243529277264,16464.31984001348,54.478519736005325,19703.923689263785,0,95429.50574216146
28,6.13047838317777,8.711498958888706,3,5.527806234437517,6.323194836826733,58246.896668486756,45762.06165982746,21.434335085209703,12484.835008659298,1,45935.47752928694
21,6.704549396090745,5.445560155057252,1,4.688901062741347,5.882857035379932,10000.0,42070.72394611017,-320.70723946110166,-32070.72394611017,1,20000.0
28,5.4684237531298425,5.664752131630456,1,7.0002586715079635,7.421050271256381,39309.07893813302,29831.734137569467,24.109811413998187,9477.344800563551,1,64127.41379841643
24,5.97070176245378,9.69971859967129,0,9.87448515184844,7.787628428345705,34096.805201902185,19307.77726132755,43.37364704112979,14789.027940574637,1,91988.80385138639
31,7.118686547847906,8.207826356936641,2,1.5816728896190884,5.550119780008275,50269.91845815618,16801.203486667742,66.57801722783223,33468.714971488436,0,91403.31384700436
21,7.6293244375395,7.314146933903956,3,7.459510261115961,5.152164168345002,56048.70153116458,33901.70489773322,39.51384426116818,22146.996633431358,1,93887.35898826385
28,9.0,7.026027639166489,4,5.210519402046668,2.941341233752668,50954.257289604466,28601.8114148341,43.867670855700304,22352.445874770365,0,87104.65633375852
24,6.403371093376779,7.103022408552612,3,7.776401877708322,3.6541454842202863,43615.003800958686,23262.088556804978,46.66493974650608,20352.915244153708,0,110741.63465420714
26,5.566786592354402,8.725101430016457,2,6.448709022531359,8.390174476611076,40608.468221430405,31494.31608760517,22.443969282779797,9114.152133825235,1,51741.05433929749
28,7.253325760377241,9.39007172823238,5,5.1223129198714235,4.390719712895164,34859.340677801534,35692.846490925906,-2.391054440266992,-833.5058131243713,0,29045.40043199402
24,5.372172779498694,4.315785540749552,3,6.520045884882068,4.760902794583217,43149.58932286947,23151.519639676335,46.345909652943256,19998.069683193135,0,84374.24427888569
34,7.064277388026737,11.325668113539784,5,4.211688457630405,6.503422361706765,61894.82244378264,15552.089047743053,74.87336026875498,46342.73339603959,0,123871.68438995323
23,5.9977442838058765,11.183401525883985,2,3.4513971557902905,10.0,27542.31552583688,9146.611998075856,66.79069343499603,18395.703527761023,1,107586.23834449648
34,6.711594970380394,4.0,1,6.621726231196698,4.587970402925245,33968.7778731389,28007.58009209756,17.549049904898713,5961.197781041337,1,33410.53044006405
29,7.591046102164667,10.671853392645595,0,3.3113431024209916,8.923930809697396,38867.350411497886,51006.951677595935,-31.233416061484,-12139.601266098049,2,20000.0
23,6.389266570919304,10.610437702662086,3,6.284745183283135,5.9750295125298925,55013.99018793503,11672.040760585074,78.78350448547388,43341.94942734996,0,134364.02590363845
29,7.432879084328621,8.50089098837509,1,5.061495166174997,6.448309755771055,43349.535093283084,38193.62897240869,11.89379796064593,5155.906120874395,1,40862.75978590884
33,7.373158548619148,5.905662756230248,2,0.3411166977548481,4.038617423567896,54752.228433177865,16893.32608783853,69.14586570945524,37858.90234533933,0,107767.88295549346
22,4.635668471690906,10.530456183330145,2,3.851235099074121,9.911566606730227,55511.64985755402,19311.621569042964,65.211587804366,36200.02828851105,2,105369.96900934211
34,5.598399253964428,8.017537867405297,3,5.6696763900492435,6.614062276953119,48880.55238729971,35979.081761413974,26.393872400750183,12901.470625885733,1,47143.2057394751
22,4.938193138604529,9.597757687637912,3,4.187998672183015,7.019624286250623,24040.095751516696,21936.902120053644,8.748690742341823,2103.193631463051,2,21987.006256773944
22,8.501737102530136,12.938402543923557,1,0.0,6.580054806630501,64916.40867845072,27979.117557885755,56.89977599273212,36937.29112056497,1,83690.43982098512
26,6.394608074562674,9.003673501247238,2,7.641500255652321,5.4640275962043585,61185.710066390515,27749.137074548373,54.647683185438666,33436.57299184214,0,106816.17712437198
23,8.280829212966642,6.666230616562876,3,5.338750102543222,2.245384866366078,40953.10075753505,16912.62805883911,58.70244805400403,24040.472698695943,0,130597.4391664436
33,4.867047719458016,7.828538010160557,5,5.887478582539611,7.02754566049731,19273.44636274668,35741.17067104238,-85.44255136500077,-16467.724308295703,2,20000.0
29,5.927231575451474,6.921109279518024,3,4.053447695643513,5.782285934450315,16592.527631884648,24261.01375320651,-46.21650354576413,-7668.486121321861,1,20000.0
24,7.300498241765973,9.366979434897045,5,6.062979376293316,5.113855885810637,43814.734398305656,8337.8770129931,80.97015278651209,35476.857385312556,0,160536.00564556944
21,6.679274604426684,6.8878648825003905,4,8.669640289173405,6.580235318418584,29473.74336803821,14290.19177040875,51.51551809362207,15183.55159762946,1,118988.03018686917
24,7.032859892813459,7.554297155300714,3,3.529854032745284,4.9483168916246365,14242.162999594322,5000.0,64.89297306776771,9242.162999594322,0,103568.02832119016
21,5.246191766206743,5.931139251184801,1,8.334025410714142,7.8536617925678955,16309.514509554974,25623.904386095735,-57.11016027536503,-9314.389876540761,2,20000.0
34,7.8768034928789294,8.235825988961713,3,5.797128131784015,4.769245013803181,32950.26140004987,40648.79756018604,-23.36411255336661,-7698.536160136166,0,20000.0
25,7.277016095757289,8.8535095866041,3,3.2611345039262725,8.412423230276262,42923.94360716467,12434.202066640511,71.03201378597224,30489.74154052416,0,113971.8978786605
24,6.901625505491474,4.0,3,9.424781275182017,1.0,61085.695765237404,32026.45910006194,47.57126247174951,29059.236665175464,0,127915.2915863258
28,5.814389718918192,9.019147122960442,2,5.783280479777865,6.977521566589908,47263.31161520263,30166.8086087429,36.172884256719115,17096.503006459727,1,74824.98796048573
28,6.823800127605946,8.408599537806442,2,6.352957337546082,7.034523615528756,34278.93204292878,15977.46969294991,53.38982651810525,18301.462349978872,0,94548.80250293377
27,6.20851002100651,6.970016102487746,2,4.461295790546484,5.5235926348094235,45699.243365091985,43438.40987581803,4.947201141192024,2260.8334892739513,1,20000.0
23,4.849508789962238,12.557257848539745,2,3.407346709340965,10.0,44358.51378382987,21728.074717301,51.017126445698025,22630.43906652887,2,71705.81490207926
21,6.449577148278513,10.41695305520951,1,5.335626489351578,8.198820186429552,51093.17810793909,49123.220558038636,3.855617565497175,1969.9575499004568,2,25763.20663903097
21,6.343269601777474,6.3071950276971975,4,8.162927446966657,5.6752767500827614,39400.868296242035,5371.852371997335,86.36615738615666,34029.0159242447,0,153614.80636027
32,7.56240150987512,10.176473759142281,1,4.380680375628622,5.893712539268361,55542.966265181654,21770.373380905086,60.804445918560305,33772.59288427657,0,107221.88808257443
31,4.265573557685798,10.988996152042116,0,4.946497508851723,10.0,52366.77700341227,23196.975711800118,55.702876825341804,29169.801291612155,2,92053.5469631705
23,6.735199828854701,8.764041845235115,2,7.9126569439591705,7.112839323776241,41240.50005457855,24512.64374415183,40.56172036781495,16727.856310426723,1,94727.17768378802
26,5.344431951894283,9.222884073894651,3,4.399346308391519,7.89879924326438,38211.63465601143,33595.97181145937,12.079208037298473,4615.662844552062,1,20000.0
27,6.819223342195547,9.176693333843183,2,6.020552622338242,6.918535809646933,53796.2271848564,65777.5278119548,-22.271637350938864,-11981.300627098404,1,20000.0
26,6.874280055577306,4.328368282153423,1,6.754701013479394,5.992334991278964,29297.88522839442,30460.79384241709,-3.969257866078403,-1162.9086140226682,1,20000.0
34,6.4131552228698085,8.126260806299202,3,4.606438102246034,4.470069433774897,17400.80756284909,25290.882911505723,-45.343156173406726,-7890.075348656632,0,20000.0
34,7.307293124811084,8.022174316031943,2,5.619675186399846,5.8287612239965725,17315.530124740068,11845.605717189737,31.58970223923446,5469.92440755033,1,63433.834702905515
26,5.254233940900301,11.360311273119756,5,6.322205555362347,6.716773562780298,28054.382873657363,5000.0,82.17747286576414,23054.382873657363,1,140012.70799105227
26,7.6077204502817,9.167455727123746,5,4.198169612911746,5.233618350206483,49894.784481658746,39043.129976417054,21.749075816192263,10851.654505241691,0,44141.18728092063
33,5.791921133805858,7.90477807576661,2,6.631530329979986,6.322534321707731,33658.017180852046,18438.59012901148,45.217836125233354,15219.427051840565,0,89147.22955663706
23,4.944101349510104,8.319750518017978,2,3.906027833089122,5.743328251404538,43067.74004216839,56249.90023894739,-30.607968246934036,-13182.160196778997,2,20000.0
26,6.227604029500191,10.546771163254803,3,3.649824842079018,8.32724896637466,32570.558936783964,35418.539420626665,-8.744033190742389,-2847.980483842701,2,20000.0
28,4.404842477320015,8.130830673509369,0,1.945917878359086,9.3922015654757,32689.639510240508,29098.713681375557,10.984904950512044,3590.9258288649507,2,20000.0
31,6.754173892246202,7.103608933816782,2,3.993075312197883,6.154260190763791,24618.044882332695,29729.546750705318,-20.76323238829143,-5111.501868372623,1,20000.0
31,6.240749557419774,7.948595614158267,2,3.368994596259558,8.16055715235842,38621.565618764675,29847.721180665587,22.717474803342068,8773.844438099088,1,27480.87837806242
22,7.7336869213760355,10.381392287645365,5,4.198252087490052,5.328410308378882,37372.54396331565,16665.19665563476,55.407914772959856,20707.347307680888,0,116565.65180941329
25,7.148924210506996,9.492329811195873,0,6.223985263828976,7.76666877899989,46189.975347727326,5000.0,89.17514035814264,41189.975347727326,1,142320.01194520507
34,5.10800366281199,8.588535946698228,3,1.5486514932497943,7.6389939313076916,44315.464105175764,18391.778481809924,58.498057386559374,25923.68562336584,1,92065.93478285139
21,5.661612508882115,8.88307859888966,3,1.0506582108257838,6.1326203068137035,37042.78928562381,24779.725309675156,33.10513115357626,12263.063975948655,1,65191.81015198736
32,7.020664420534209,7.380515052809036,2,3.5018415666974345,5.454345247774917,17408.66732409737,17226.192385262926,1.0481844212271074,182.47493883444258,1,20000.0
21,7.347079009985034,8.112101199114694,0,5.922460987173314,8.682870168014896,56058.69201367417,9566.997400480617,82.93396250103913,46491.694613193555,1,131667.42066845408
25,7.72250091488688,7.173391356450965,5,5.577729894039373,2.9889755332047043,38724.33491442965,16021.4762204503,58.626852453751766,22702.858693979353,0,120032.16054115353
32,7.714509285305348,7.910441431400513,2,3.4698753341781483,5.084697770971653,41194.64034840845,37428.78960367529,9.141603647666392,3765.8507447331576,0,20000.0
33,6.410477389752095,11.19235652725325,3,7.338816464312924,8.942785765979876,64007.425987165865,33978.34941272977,46.91498855219898,30029.076574436098,2,75786.60075672161
23,6.862655622251169,6.34425637724562,1,3.6831801297633184,4.268183905469683,53623.33189893926,27056.917550842063,49.54264012942231,26566.414348097194,0,107003.92257409936
24,7.798738503943796,7.12256466715417,2,5.924907972254253,5.382667880590225,46696.737982250954,32045.17511560355,31.3759879163644,14651.562866647404,1,61447.058480786756
23,6.1966915380640515,5.991402274128497,2,4.274427344931656,4.210129679195147,39965.41318943762,11416.798388868005,71.43330325461184,28548.614800569616,0,122011.89612267788
21,6.879726186940124,5.558182485624803,0,3.262447298012688,6.2985537727537375,39825.316767487704,15454.902498942327,61.19327163378827,24370.414268545377,0,101375.40259244328
21,6.173119220320348,8.126456171609417,1,3.7898664237705204,7.3676994170861585,43601.71746582793,28732.180892538294,34.1030983124538,14869.536573289639,1,43183.12371009859
32,5.949051885534573,7.264781636398427,4,6.468000769627116,6.295739093462655,46103.600887849476,12945.894028806119,71.91999371090776,33157.706859043356,0,124891.457530798
32,6.548385118285803,12.023377861584384,1,5.722050290285511,7.950829442351998,65671.02633676202,26300.77897705852,59.9507112281332,39370.2473597035,1,92620.14067592441
34,5.812456548660409,7.934306907644413,1,6.936205327553085,7.119663820470228,77098.99124144216,9849.704871366714,87.2245995534215,67249.28637007544,1,151826.68191804204
33,6.369084027230251,11.078793726860049,2,5.721972165074163,8.834365789505357,44353.91208105324,5204.644846796637,88.26564647265937,39149.26723425661,1,147147.72857395306
34,5.465045135467867,10.436012949881267,4,1.7776610736515615,7.243128822970965,10000.0,33832.945072538525,-238.32945072538524,-23832.945072538525,2,20000.0
25,6.310005612817621,8.082091689551971,0,9.228829668617585,8.486555492486868,25723.8329006242,37324.55022613313,-45.09715706179787,-11600.71732550893,2,20000.0
26,6.948390293615861,12.720271164171246,3,5.750338028116937,8.120915099158513,67172.45322807651,17430.1480731107,74.05164284542565,49742.30515496581,1,128145.69909721939
23,5.911236463793204,9.037067972929618,1,6.029343108776459,7.661545764741444,50779.7894238362,6754.449010349363,86.69854860174192,44025.34041348683,1,145238.87033089052
32,6.509291752530912,11.526018532007978,0,4.246324641006879,8.938363335442402,46390.69730867494,5000.0,89.22197705559168,41390.69730867494,1,131022.91387293815
29,6.639342593621264,11.293193783162527,0,7.226356586601416,9.01075912962862,37497.431328928586,47104.00179441316,-25.6192761077831,-9606.570465484576,2,20000.0
25,6.952534891821335,9.329295970209566,4,2.813784878799757,5.4919309792420465,22164.669111610234,26336.690242059518,-18.82284418251887,-4172.021130449284,1,20000.0
28,6.366420158694784,10.0022616956117,1,6.219658155326986,8.864960442844017,65166.84632118253,17704.08043398103,72.83268804090294,47462.7658872015,1,125046.4396730143
33,7.585866341867806,9.748142830238951,0,0.8407334355059213,6.916925743727585,27651.846227888665,20633.061234070257,25.382699353866332,7018.784993818408,1,34403.6538961869
21,4.399081138548082,6.211477137216583,2,6.354417042700367,7.133626503847989,50939.67724807418,5000.0,90.18446863012069,45939.67724807418,1,159938.44987804844
34,9.0,8.614580708906033,4,2.840899176721141,4.217542035985877,20489.473453687846,32438.78168519478,-58.31925480425759,-11949.308231506933,0,20000.0
25,5.628866235962484,10.648494467889321,1,5.553989040854251,8.773251833909386,36769.769727575855,49001.29230262401,-33.265159574483285,-12231.522575048155,2,20000.0
23,6.903390023354078,11.552372634723323,2,7.71468093349235,7.332424673742574,54894.356956794465,15606.915893447476,71.56917985990589,39287.44106334699,1,118953.39761370639
32,5.561532089794151,7.0587206563361,0,6.645434749000878,5.4821644368028295,36254.587412998095,53601.48443976238,-47.84745397638984,-17346.897026764287,1,20000.0
21,7.144268159509302,9.55766260362604,2,7.448763340235123,5.595059773699789,34473.251869509586,23603.14120646679,31.532014166197758,10870.110663042797,0,86577.67683209441
24,6.776569152594928,8.80174042655507,3,7.241696887295618,5.285673582019395,40159.544025230214,45001.03754252404,-12.055648625522645,-4841.493517293828,1,20000.0
33,5.84928646265491,8.264251870836809,3,3.9514345141802423,6.24270888025552,19959.956613476083,28686.65253154828,-43.721016468444205,-8726.695918072197,1,20000.0
25,7.573087345410313,9.212005258450052,2,6.196660347615708,5.31077606718585,17137.79639430977,28673.574268059947,-67.31190876780622,-11535.777873750176,1,20000.0
27,6.336039120398079,8.935994821332274,2,1.5501662081163805,8.115008438947012,50713.54724040892,47127.10891018344,7.071953206554217,3586.4383302254864,1,20000.0
21,7.047215938057004,9.582815137745177,1,3.626127164111498,6.469043986364502,33666.85111573301,34392.44726322221,-2.1552242738558975,-725.5961474892028,2,20000.0
23,5.582840194803964,11.383433521900104,2,7.785309776568102,8.408250195907511,50597.27140872185,29498.176939993846,41.700063820222105,21099.094468728003,2,86399.06584719503
22,6.46911236442842,10.0682551817294,0,4.229926395147558,8.720669423536012,56772.74525726062,5000.0,91.1929571533965,51772.74525726062,1,149422.7410835115
29,8.503407267182105,9.121182517745405,4,1.2639962266585125,2.9555021117619162,57979.63913493195,6913.4972097251775,88.07599130854216,51066.14192520677,0,141920.81211254396
30,7.46296552911413,12.229250113646158,5,9.027397834662715,7.715651682555725,15684.875731354918,30502.659688227053,-94.47179697605497,-14817.783956872136,2,20000.0
26,6.807620755451052,10.719859191760673,5,6.12450056633944,6.854465631592095,29532.56067619153,42613.399664454904,-44.292938670939044,-13080.838988263375,1,20000.0
30,6.051079172390204,8.315203122793303,4,6.528956440611581,4.938435436898598,48063.77960565708,26541.412806955515,44.77876474818138,21522.366798701565,0,85124.91391187467
23,6.567498535875009,6.06575919529419,3,3.0390609301562046,5.979048147638923,48295.02507855478,17904.344333452653,62.92714559247013,30390.68074510213,0,114712.48859944959
28,6.697565990172382,6.524338638159069,3,5.56811314105974,6.2863114684271055,73741.56376294437,5000.0,93.21956337124419,68741.56376294437,0,161677.31610545056
34,6.949228434919745,10.366464896631268,1,5.51514994177839,6.591889276477276,26385.797001503775,15596.97931019461,40.8887315046587,10788.817691309165,0,67761.35734360843
28,5.423339491822334,7.239375041494037,3,3.3570302867526496,5.531181413165861,57522.52602181147,26571.77355036443,53.80631660666483,30950.752471447042,1,89440.62365966642
22,7.168407960942365,6.483889045776104,2,4.660360628953683,4.463123416047553,45584.1191505781,14722.520173050865,67.70252349416266,30861.59897752724,0,124104.34550823673
26,5.410406901705347,6.983829346625601,2,1.9990645744339646,5.666302651862545,15396.462000047952,13426.644755230409,12.793960357979698,1969.8172448175428,1,37704.676576793696
27,8.131125852281873,7.1252313758186,4,4.306580934247997,2.651201301204655,31782.771449101077,24386.592838280336,23.271031044808176,7396.178610820742,0,45706.90140763452
22,5.728371677583121,10.201295335564502,1,6.947692514519638,8.472151405480387,43937.92018484988,42380.94004146868,3.543590904692056,1556.9801433811954,2,25657.27074990541
31,6.796628319676175,8.186515848435448,2,3.50630348201583,6.80078196591803,14434.499375556014,33216.63265466101,-130.11974153333955,-18782.133279104994,1,20000.0
30,7.505142573278018,5.755250799401189,5,8.814595672853107,2.953708329572826,10000.0,28430.461424441393,-184.30461424441393,-18430.461424441393,0,20000.0
22,6.247619956535551,8.562089795524713,0,2.1278169749298868,7.88540343469211,13581.361320450349,27261.836569125055,-100.72977903971316,-13680.475248674706,2,20000.0
30,6.840600019099859,8.944532264896484,2,4.479649300408812,6.14849281842347,43887.00482626508,31614.12042828567,27.96473454172578,12272.884397979411,1,48551.34132255635
21,7.935181549190052,7.541326277118297,5,3.687140072771749,2.0275258394057203,32729.9911189984,23678.42109060772,27.655277984895694,9051.57002839068,0,78053.94881040914
28,7.064402987893266,10.8117701683854,3,4.639638337254262,7.43319982308142,30700.66454029573,20067.020587858195,34.63652696664104,10633.643952437535,2,56059.987971907445
